Review,Rank,Year
"Tom Hanks, in my opinion, gave the performance of his career by bringing emotion and depth to his part. The only actor that bettered him was Michael Clarke Duncan. How he made this giant like character into a vulnerable pussycat was a marvel. On whole, the cast came together and gave the best performance I have seen in a movie for a long time. Not one of them let the side down by being weak. David Morse who is more known for his supporting roles was also excellent and hopefully not long till he's carrying his own movie. The Green Mile isn't a movie about hope and friendship, as The Shawshank Redemption was, it is a movie about a miracle of a man, and the people he affects.",9,2008
The Green Mile.... Yet another movie which made me cry.,10,2013
"The Shawshank Redemption is possibly my favorite movie ever. I had seen many movies before it, and I've certainly seen a lot after, but not many of them made me feel what that one did. Now, I have that feeling again. And once again, it comes from watching a Frank Darabont movie. I couldn't possibly explain the overload of emotions I experienced in the 3 hours it lasts. I have laughed. I have felt the emotions of every character. And most of all, I have cried. Very few movies have touched me like this one. Is there something to say about the acting that hasn't been said before? No, it isn't. You may have heard it is flawless, incredible, whatever. You did hear right, it absolutely is. I can't think of anyone in the whole movie that wasn't convincing in the least. The script has its funny moments, but it's incredibly deep, poignant and heartfelt. The characters are so ""human"" and unpretentious you can't help but adore them. But, well, there will be some you'd like to strangle. There has to be a villain everywhere, right? The Green Mile is a movie I will hardly forget. You can't possibly forget such an emotive story.",10,2013
***** POSSIBLE SPOILERS ****** ,6,2002
"This show has always been ignored, or passed over by some old Simpson's fans, simply because it isn't the Simpsons. ",10,2013
The television series Futurama is nothing short of brilliant and in my opinion is the best television series ever. I personally do not actually like science fiction movies or series aside from this one show which i give an exception too.,10,2008
"Now that is not to say the Simpsons is bad or anything, I really like it, but it has jumped the shark for a few years now. Futurama is everything I love an animated series to be, funny, original and witty. I seriously don't know where to begin praising the show. Well for one thing the animation is amazing. The characters are really well drawn, the backgrounds are audacious and the visual effects are eye-popping. And the music is brilliant, it is cleverly composed with some funky songs featuring such as ""Conga"" and ""Sunshine of Your Love"" and the theme tune is definitely memorable. The writing is outstanding, the comedy works brilliantly and the more touching and subtle parts work just as well. The episode ideas springing from a brilliant concept are really original and fun, and the pacing is great. And the characters with the help of a truly talented voice cast are really unique and endearing, especially Fry, Bender and Zoidberg, and Leela is a feisty and headstrong character that I related to immediately. Overall, a truly wonderful show, with all the fun and originality that are lacking in the later episodes of the Simpsons. 10/10 Bethany Cox",10,2010
Futurama is one of my all time favorite cartoon series. Never gets old. This show is so smart and funny. Why FOX ever canceled this show is beyond me.,10,2008
"This marvelous animation, from the creator of my all time favourite motion picture, The Simpsons, uses a subtle integration of cgi graphics with a more flashy version of Groenings style of animation to produce half hours of non stop gags (quite intelligent in some cases) and fun adventure. The pop culture references so great in The Simpsons only go farther and wider here in this story of Fry, a pizza delivery boy sent through suspended animation to the year 3000 from the year 1999.",10,2007
"Fry is normal pizza delivery boy of the year 1999 with a lousy job and his girlfriend had just dumped him for a better man. He has nothing to live for when he accidentally gets frozen in science lab on 31st of Decemeber 1999 and wakes up in the year 3000. He finds his great-great-...-great grandson, a mad old scientist, and works, that's funny, as a delivery boy, but this time he delivers different stuff with a space ship in outer space. His team at work are his best friends: Leela - a cyclopean human mutant, Bender - probably the most complex character, a bender robot, full of vices like drinking problems or stealing, doctor Zoidberg - a crustacean human doctor (if you would ask me, he is the funniest), Amy - a Chinese girl born on Mars and heir of one hemisphere of the planet, and Hermes - a Jamaican bureaucrat (that's funny, bureaucracy continues to extend even more in the 31st century).",10,2007
"Futurama is an absolutely hilarious show. The jokes are great and the characters are unique. Fry's stupidity is hilarious. Bender is great. The professor says some really funny stuff, especially the insults he comes up with. The whole show is an entertaining, comic masterpiece. I was actually pretty surprised at how good the last season was. My girlfriend and I thoroughly enjoyed it. I'm deeply saddened that this show is canceled.. Again!! It's better than a couple of the adult animated series that are still running on Sunday nights. The last season was so funny that it made us even more confused that it's being canceled. How is this happening when some other terrible junk is still on the air?? It's a brilliant show. The creators did an excellent job and I'd love to thank them for this. It's worth watching again and again! I will miss seeing new episodes.",10,2014
"As most of us know, Futurama is a really, really funny show, and every character has something special about them. There is nothing wrong with this show at all! I don't see any flaws, and I don't care if there are any. This is a show with a truly touching and hilarious story line.",10,2010
"I am a fan of Family Guy, at least for the first 3 1/2 seasons. What they are doing now is just completely opposite of what Futurama has done in all of its seasons. This series has one thing that most shows nowadays don't really have anymore. Consistency. Normally in a series, there's quite a few episodes that I wouldn't want to watch. Futurama, however, is the rare series that I wouldn't mind watching any episode at any time.",10,2007
Well 2 days ago making a review for the Futurama movie I realized I have not put a review down for the show that started it all. The show is about Fry a 21 year old pizza delivery boy who always wanted to be an astronaut and when he accidentally gets himself chrogenically frozen and wakes up in the year 3000. The show is hilarious from the start of the first episode till the end of the last. I think that if you love The Simpsons then you will definitely like Futurama as Matt Groening has done a brilliant job changing from series to series which is a very difficult thing to do. Overall the show is a must watch for everyone and despite the fact the idiots a Fox canceled it after 72 episodes. I rate this 97%.,10,2007
"Of the 250+ films I've seen and rated on IMDb, only one other (Schindler's List) is as good as American Beauty. A film like this not only entertains while you're in the theater but also drops subtle questions in your head about the nature of human behavior and the gulf between fantasy and reality. After watching this movie, viewers will think long and hard about their own lives as well as the lives of people around them. The movie spells out the social disillusionment phenomenon everyone experiences but can't really grasp.",10,2004
"This film is one of a kind.  After seeing this film last week, I was left with a hole in the pit of my stomach.  It left many questions in my mind, and most of them cannot be answered. In my view, a film that makes me think after I watch it is second-to-none, and this film certainly delivers in that aspect.",10,2000
"I have come to see the movie with a certain prejudice.  Everyone saying that it was so wonderful, so touching, so excited -- I usually tend to go with movies that nobody likes.  Nevertheless, this one was a certain exception.",10,2000
"""American Beauty"" is tour de force cinema. Sam Mendes' brilliant debut feature depicts a web of characters who yearn for their own 'American Dream' - yet, in the end, only one character truly attains it.",10,2000
American Beauty is the greatest movie ever made.,10,2000
"When I first saw this movie in theaters, I found it to be very funny. When I rented it at home, I found it to be very sad and complex. Looking at it now, I realize that it is surely one of the most extraordinary films ever to come out of Hollywood. To some it may look trite or cliched, or maybe too un-ordinary to be worthy of its praise, but the overall impact of this film is extremely powerful. After you've seen it, you know you've seen something.",10,2001
Probably the best film of 1999. This dark comedy drama marks two fantastic feature film debuts with Alan Ball as writer and Sam Mendes as director (both winning oscars for their sterling efforts).,10,2003
"This movie was a joy to watch.  I didn't know what to expect when I came into it.  I had heard the buzz of the acting and the story, etc...but we've all heard that before and had been disappointed, but not so with this one.",10,1999
"This is by far one of the best, if not THE, movies of the 90's. ""American Beauty"" stole my vote immediately as I started watching it. The idea and concept of ""American Beauty"" is just some ordinary people on an ordinary block with ordinary lives.",10,2001
"What can I say, except that this film really knocked me on my keaster.  I went in to the theater not knowing what to expect, but was pretty sure it would be worth the ticket price.  Boy was I happy when I left.  Not only was it worth the ticket, I paid to see this film two more times.  This film is virtually perfect.  The acting is superb, the story is magnificent, the narrative is brilliant, and the structure of the film is truly groundbreaking (absolutely loved the last 20 minutes).  What really surprised me about this film was how well the cinematography was done.  In a small, character driven film such as this, it is very unusual to have such great cinematography.  With this film, there is something interesting going on in every scene, not many films you can say that about.  In a year where first time directors have made some of the best films, Three Kings, Being John Malkovich, etc...  Sam Mendes seems to have out-done them all.  Though I have yet to see The Green Mile or Magnolia, I find it hard to believe that either film will out-shine American Beauty.  This film should easily win a substantial amount of the Oscars this year.  What's up with all the cirtics awards snubbing it so far?",10,1999
"The intention is so clear that everything else falls into place, perfectly. Kevin Spacey's suburban husband and father reminded me of his character in ""The Ref"" and that could only be a good thing. Annette Bening and her giggle works wonders here. Their marriage is a tabloid version of a ""Who's Afraid To Virginia Woolf"" Which means very close to someone we know. The biggest surprises in the film. besides the amazing dexterity of Sam Mendes at his first outing behind the camera, are West Bentley. Chris Cooper, Thora Brch and Allison Janney. As I'm writing this 8 years after its first release, the Oscars and the whole hullabaloo, I'm very surprised that West Bentley hasn't become a major star. He is amazing in ""American Beauty"" the complexities of his character are based on recognizable human stands, the hardest to face up to and I went where he went. Thora Birch is lovely as the object of his attention and the film, I believe, is here to say.",10,2007
"This is a profound movie that examines ordinary people.  For all their flaws people are basically beautiful and that is one of the many threads of the fabric of this film.  I liked that it was revealed at the start of the film that Lester would soon meet his demise.  And I also liked at the ending, the identity of the person who took his life didn't really matter, just the sadness of the loss of his life.  'Look Closer' was the theme of this movie and Lester even had this motto in his cubical.  Kevin assumed the persona of Lester with a range of acting that is quite worthy of awards.  Bening inhabited Carolyn in much the same way.  Which one of us hasn't experienced the disillusionment of our teenage years, only to later re-experienced it again through our children.  And like Carolyn, who among us has not been intensely disappointed with ourself at some point?  That one scene was amazing, it looked so real that it transcended acting.  And can a movie actually move beyond entertainment by causing more than absorbing discussion, but real change in it's audience?  Perhaps.  But if this is true, then that movie would be American Beauty.  And for those who feel this movie doesn't achieve this lofty accolade.  To them I say, ""Never underestimate the power of denial.""  A ten, of course.",10,1999
"The first time I heard about this movie I thought it was this movie and about a man with cancer and then read a lot of good things about and then say some trailers and then I saw it. At first I did not like this movie but than say it again on T.V and then loved it ever since. This is one of the most original films I have ever seen. The performances are one of the best and more Oscars should have been handed out. The directing by Sam Mendes is superb and I'm glad that he won the Oscar. Alan Ball wrote one of the best screenplay and story's ever thought and there's a reason why he won the Oscar and most deserving. This is the Best of the 1990's and that decade had a lot of great movies came out( Goodfellas, L.A Confedintil, Pulp Fiction to name a few). This was the first movie that I saw that was perfect and I had to see it over and over so I can just uncover everything that was in this movie. This movie is in my top ten movies of all time and I'm glad that it's rank number 35 and that one of the reason why I joined this because it was the only website people respect my opinions and agreed with me. Keven Spacey gives his best performance and one of the best of time. Spacey brings a great performance for a really deep and is just a great character. Annette Bening does a great and for some reason missed the Oscar. Chris Copper does a great job and didn't get notice that much, also did Wes Bentley, Mena Suvari and thora Birch did a great job and should have more notice. Sam Mendes does a great directing job and is one the best film debut ever. This film was one the best ever made and should be seen by everyone hows looking for great movie or how just want have fun watching a movie.",10,2007
I HATED this movie. I hated everything about it.,1,2006
"Someone put it best in one of the reviews I read earlier: This movie is exactly the result of people trying to make a so-called art movie and still win the best picture oscar. American Beauty shamelessly trots out every imaginable convention of what an art movie is and then glosses it over with cute shooting, a relatively short run time and face pace. It says virtually nothing about any of the supposedly unusual or profound content that ostensibly is its subject matter. Apparently issues of would-be gravity making cameo apperaances constitutes a profound social comment. It is a great jumble of clichés (spoilers here maybe): The neurotic wife, the homophobic army man (That he turns out to be gay is not of any consequence since anything serious is not given attention in the film, it is a cute afterthought. Though it would be a serious point if this movie had anything to do with reality)The white collar dick with a mid-life crisis, the artist who sees beauty where no one else can, the pretending promiscuous cheerleader. Are there any characters that aren't stock? I cant believe anyone commented that this is in any way realistic. This is not a portrayal of of American life. In reality the teenager with an abusive psychotic homicidal father does not have 40,000$ and cannot conveniently run away to his friends in NYC. The middle-aged man unjustly fired from his job does not conveniently have information he can use to blackmail his bosses for 60,000$ and live happily ever after. Living in a duplex as a teenager is nothing resembling duress; that would be living on less that one U.S. dollar a day as millions of people do. This could easily qualify as propaganda: When you are rich you dont have to worry, your problem is only that you are not looking ""beneath the surface"" to see the true hedonistic beauty that life is really made of. Well I agree that this beauty does exist. Unfortunately though I am going to burst the bubble of one of the supposedly most profound scenes in the movie: The plastic bag. Look closer, they say, and you will see the beauty in reality. Yes! but this is not reality! Plastic Bags do not blow in circles for 15 minutes. That scene could practically never have occurred in nature; Im sorry I did look closer and it was so obviously being manipulated off camera that it was absurd. That sums up the movie fairly: Look at what we call beauty, we say it is natural but we are really manipulating it. If wind machines (or whatever they are technically called) are really the wind then this movie is really based in reality. Sam Mendes and Alan (whatever his last name is, the writer) are daring the viewer to be as dumb and gullible as they hope they can be. And to my amazement they succeed. If we throw together a whole bunch of artistic clichés and it doesnt make sense to you then you are dumb. Anyone who has a modicum of sanity and any concept of criticism has seen this movie as the charade it is and I stand firmly in their camp. I literally exclaimed out loud (though I was by myself) ""What the F**k??!!"" at the beginning when Kevin Spacey says ""In a way I am already dying (paraphrased)"". It is the zenith of self-consciously pseudo-profound inanity.",1,2001
"Kevin Spacey is a genius, or at least a veritable magician.  A couple of the folks with whom I saw ""American Beauty"" said afterwards: ""It was great - Spacey was incredible.""  His performance, it seems, is enough to have convinced people that they had just watched a decent movie, even though there is little else to recommend the film.  The other significant plus is the advertising campaign - marketing it as ""a funny drama"" and ""a moving comedy"" is an ingenious way of disguising the fact that it is neither. Since there are only two or three really good laughs in the piece it isn't really funny enough to be a comedy (but since it's written by someone who used to work on ""Cybill"", that's hardly a surprise) and since it only gets vaguely dramatic towards the end, it doesn't maintain the atmosphere of a ""drama"".  But the audience happily accepts this schizophrenic mess because the adverts told them to.  The adverts also told them to ""Look closer"". Again, this is a tip-top marketing ploy, since it implies hidden depth, significance and meaning, without the content actually being there.  The average audience member is going to think ""Wow, that plastic bag blowing around must be really poignant, because this is a DEEP movie.""  Heaven forbid that they should actually think for themselves.  Look closer, indeed.",1,2000
"I first saw this in theaters back in 1999.  I loved it.  I really really loved it.  I've seen it four or five times since, and each time, I like it less.  I just saw it again a couple of days ago, and I stopped it before it was over.  At that moment, I decided to sell my DVD.  It has now been excised from my DVD Collection, about which I have considerable pride.",6,2002
"Now, let me see if I've gotten this straight: ""Saving Private Ryan"", an epic tale of honor, glory, and sacrifice set against the backdrop of what was possibly the most important single day of the Twentieth Century, was not worthy of the Best Picture Oscar.",1,2000
"This piece of sitcommy, cliche-ridden claptrap is just smart enough on its surface for the middlebrow Academy to pimp it for a Best Picture Oscar. But anyone with half a brain will see through this tired male fantasy pretty soon. Mendes shows us a Edward Scissorhands-type of suburbia: perfect lawns, identical homes, etc... We are expected to know (since we've seen ES, Ice Storm, Happiness, Serial Mom, etc.) that these people must lead shallow, empty lives - look where they live! And... they do! This is just the first of many obvious themes that we have seen so many times before. And we haven't even reached Spacey's character's midlife crisis yet. (Surprise! He falls in sexual lust with a gorgeous high-school blonde. Sooooo subversive! Look closer, and you'll find even more cliches.) Spacey's wife is, predictably, a self-centered shrew who won't satisfy him sexually but cooks delicious nutritious dinners and sells (surprise) real estate. His daughter is a misfit (wow!) with whom he can't connect. The new kid on the block (of course there is one) is a weird, sensitive (but handsome) loner type (shocker) who (believe it or not) falls for Spacey's moody daughter. Don;t even ask about the gay neighbors. Mendes does nothing but condescend to his characters, his setting, and above all, the audience. Positives: Thora Birch is terrific and lovely; Mena Suvari is breathtakingly beautiful, and the plastic bag sequence is affecting. Pretentious c***.",1,1999
"American Beauty is a ""love it"" or ""hate it"" film, and you never know if it has more 'love it' or 'hate it' viewers. Personally, I love it -from the first sight, from the last sight, from the eternal sight. It is my favorite film of the 90s, one of my personal twenty favorites ever. I think that American Beauty is an instant classic, and it will stay that way as long as people watch movies.",10,2004
"While it received generally positive reviews upon its release, and captured the imaginations of an entire generation of younglings, The Phantom Menace has garnered an almost toxic reputation on the internet in the years since. Sure, it's not a perfectly executed film, and yes, there are more than a few dopey decisions, but the sheer spectacle and sense of fun in Star Wars: Episode I cannot be denied. George Lucas' return to a galaxy far, far away is a triumph of creative vision. A movie that overcomes any and all of its narrative deficiencies through the pure drive of its creator to wow, thrill, and inspire.",9,2015
"I loved this movie as a kid. I still love it at age 21. Sure, it can be a bit sloppy at times, and it switches from plot a to plot b constantly.The stereotypes can be jarring at times. But you know what, it is still brilliant. The characters are likable. Even jar jar is not that bad. The acting is OK. Not great, but OK. The hate seems to stem from old trilogy fans, not knowing that this film was merely trying to be something different. Yes, if you want a film that feels like the old trilogy, this is not for you. But if you are looking for a fast-paced, lighthearted sci-fi action movie with one or two smart scenes, good scenery, and interesting alien designs, then this is for you.",9,2015
"Lucas may have problems as a director and writer, but I've always thought that those flaws are balanced by his great storytelling ability. The problem with ""The Phantom Menace"" is that he simply has no story to tell. The film merely adds an introductory chapter to a story that has already been told, and stretches it out into a two-hour movie. It is no accident that prequels of this kind are rare. They are very difficult to make properly. And apparently he's just not a sophisticated enough filmmaker to pull it off.",5,2005
"I recently rewatched everything Star Wars including this, the Clone Wars cartoons etc. In preparation for seeing The Force Awakens.",8,2015
This movie begins the back story of anakin skywalker and obi wan (amongst other characters).,9,2015
WARNING: CONTAINS A SPOILER WHICH EXPLAINS THE TITLE!,9,2000
"After a long delay (and much anticipation) we finally got the first part of Lucas's story, and where the trouble all began. Many other people viewed it as a rather sub-par attempt, uncreative and unsurprising. I couldn't disagree more. One could go with the impressive state-of-the-art digital effects, one could go with the great cast of new characters (the awesome Liam Neeson as Qui-Gon Jinn, for instance), the return of old favorites (Kenny Baker as R2D2 or Frank Oz as Yoda), John Williams' ever-wonderful score, the complicated story (I won't bother discussing the plot; everyone knows what it's about by now) or the awesome action sequences (the light saber duel at the end of the film is the best!). It's obvious this film was misunderstood by many, and too many movie-goers set their expectations too high, which is unfair to Mr. Lucas to say the least. I was excited for the chance to see a new Star Wars film, but I took no expectations into the theater with me -- I went in ready for nothing and walked away very satisfied. I saw this film four times in the theater, something I don't do much of these days. Lucas did a great job, and since this film is really only exposition for the overall series, how can one expect it to be a topper to the original trilogy? He's just setting everything up! Give Mr. Lucas a break. If this film had been released first, it would have been the rage of ages just as A New Hope was when it first came out. Everything in this film was very nicely done; the cast and crew all performed their jobs exceptionally. The story was far more complex and interesting than usual, with more going on and more problems to solve. By the way, everyone, the ""Phantom Menace"" referred to by the title is so obvious that very few people truly understood what it was... the Phantom Menace was the orchestrator of the evil deeds, the driving force behind the attacks, the central villain of the picture... a character we see mainly as a hologram (only once otherwise): Darth Sidious. Darth Sidious is the Phantom Menace, and the evil single man who drives the entire plot. The movie was perfectly named. I loved this movie, and it has become one of my favorite Star Wars films (alongside A New Hope). I can't wait for Episode II!",9,2001
"I disagree completely with all the people, who criticize the film, because there's nothing really bad in it. George Lucas and  all of the others worked very hard on TPM, and it shows. After seeing the film a couple of times, I am more and more amazed, how good the script is. GL really thought all details through to make an entertaining experience, and there ARE NO PLOT HOLES. I know that a lot of people out there disagree with me on that, but all of the little problems a lot of people have with the plot can be explained with a little thought, and I believe that GL really thought everything through -- he just didn't tell us the whole story. What surprised me was the German dubbing -- it's really good, and sometimes even better than the original version (I've seen both). Unfortunately we all have to wait too long for the next two episodes...",9,1999
It's interesting how times change. It's very fashionable to hate this movie and give it one star (and no one calls anyone a troll) and it's very unfashionable at the moment to give TFA one star (and lots of people call you a troll).,9,2015
"This chapter in the Star Wars Sage is vastly underrated, and is always given the short end of the stick by the so-called Star Wars purists.",10,2006
"When I first rented this movie at my local DVD rental store, I didn't have high hopes for it at first. But that's only because at the time, I had virtually no interest in Star Wars at all. One day after watching a review of the films, I decided to give the movies a try, and see if they were worth all the fame they have. But little did I know that when I first hit 'play' on that DVD menu, i had taken my first step into a larger world.",2,2012
"What fun I had at this movie!  The whole experience, from the crowd cheering and excitement as the words ""A long time ago, in a galaxy far, far away"" appeared, to the music, the opening scenes as Qui Gon and Obi Won battled the droids, to the escape of Queen Amidala, to the pod racing, to the unleashing of Darth Maul, to the climatic fight, etc., etc.!  This was a great time.  I hear some complain that it wasn't anything like the first Star Wars, A New Hope.  Well, of course not!  Had it been, everyone would have complained that all they did was try to recapture the magic of the first movie!  I highly recommend this movie to anyone, any age, anywhere!",9,2000
"When I was a small kid, I used to wonder what the Star Wars universe was all about. Imperial soldiers, droids, flying spaceships and starfighters, Jedi Knights, Darth Vader, etc. I was curious with all of these stuff but when I watched all the three Star Wars movies, I began to understand what George Lucas, the creator of the popular sci-fi saga itself, was trying to accomplish: explore the awe and wonders of our ever expanding universe. And now, 22 years after the release of the first movie, George Lucas and his entire crew at Lucasfilm bring the most anticipated movie of 1999, Star Wars Episode I: The Phantom Menace. I am truly impressed with this incredible film despite its noticeable flaws. The evil Trade Federation has stopped all shipping to the peaceful planet of Naboo. To resolve that matter, the Galactic Republic decides to dispatch the two Jedi Knights, Obi-Wan Kenobi and Qui-Gon Jinn to the Trade Federation Battleship to arrange a negotiation with the Neimodians. Unfortunately for our heroes, the negotiation never takes place and so they fight face-to-face with thousands of battle droids, escape to Naboo, and there they meet the annoying yet kind-hearted Gungan, Jar Jar Binks as well as the beautiful Queen Amidala (ok, I know some of you out there complaint about her make-up).  Later, our heroes meet Anakin Skywalker, a mysterious boy who is believed to bring the Balance to the Force. In my opinion, Anakin is such a cool person because he is a great podracer who never wins a single match until his recent confrontation with rival Sebulba (he is going to fly a Naboo starfighter too during the battle of Naboo. Bravo to Jake Lloyd!). You need to see the rest of the film if you haven't watched one yet. Episode I: The Phantom Menace is a very enjoyable movie that may even attract those who are not widely known to the Star Wars universe. I especially like the locations on some planets (the Naboo Palace and the wondrous city of Coruscant) as well as its awesome special effects. To heighten up the action, Darth Maul makes an incredible performance during the climatic battle with the Jedi Knights. However, I never say that The Phantom Menace is a 100% perfect movie. The storyline is pretty weak  (gee, I wonder what George Lucas is thinking) and some characters aren't well developed.  Still, this IS just only the beginning, and perhaps there will be a major improvement by the time Episode II is released.",10,2001
"This movie, the most hyped movie of all time, has been put under the microscope and looked at in a variety of different ways. It seems that everyone had prejudged the movie before it was even released, and then strutted about claiming that they told you that it would be that way. There was the die-hards, who were impossible to dissapoint. There were of course the disenchanted and the unimpressible, who probably would not had conceeded the movie was good no matter what. There were the people who acted as if this movie symbolized their disapproval of media hype itself, and by principle decided to dislike the film. Looking over the other comments I see the opposing viewpoints clearly. OK, the movie was overhyped, but what do you expect in 1999, the year of hype? I was four years old when the A New Hope came out, and of course, I loved it. I was four, and a science fiction epic can have its way with a boy of that age. I think many people in the 20-35 age group expected to have that same life changing event that happened to them twenty years ago this time around. That is the equivalent of going to Disney World for the first time since you were a kid and being let down: Did you expect the impact to be the same? Take the movie for what it is. OK, it isn't just any movie, but it behaved like one, with strong points and weak ones as well. First the strong points.",9,2000
The release of hardly any other movie was met with the same kind of anticipation and hype than the first chapter in the Star Wars Saga after sixteen years of absence: Episode I. ,9,2016
"Since this movie was way overhyped, It's no huge surprise why it has recieved so much negativity. But Let's be real now..On a George Lucas stand-point, he did his job to satisfy the STAR WARS fans with the saga's FIRST,  (I'll say that again)    THE FIRST!!!  Episode of the whole Star Wars Legacy.",9,2000
"It's kind of hard to review this because I don't see this as one movie, but as a chapter part of one larger story. The reason why I say this is cause George Lucas once said that every Star Wars film are intended to be one big movie split into six parts telling a very complex story. I actually think of this an underrated film cause a lot of people don't listen to what George Lucas has to say of the Star Wars saga is intended to be and how it's to be structured. On it's own, I'd probably rate it as a six or seven out of 10. But as a part of a larger story, it gets a 10 out of 10 cause in the long run, it's the very elements of what happens in the film that really make it matter in the Star Wars saga. If you disagree with me about what I say the structure is, just send me a message or place a comment.",10,2011
"The story to SW1 is actually very detailed and interesting. Now I will admit the dialogue is not superb, but the story does flow and leaves viewers anticipating the next sequel. This movie is a backdrop - an introduction of the Star Wars Universe, the Republic, the Jedi, Other characters and the Trade Federation. This is not an easy task to accomplish - explaining to viewers where all the elements of the original trilogy come from. I think people were expecting this to be right up there with the first three, but forgot to realize that this movie is the beginning of the saga..... Viewers also complained about the complexity of the plot with all the politics....my thoughts are that we need to be informed of the fragile and crumbling centre of the republic in order to completely understand the birth of the Empire. But now that this has all been done, I believe that the action will kick into full swing with ""Attack of the Clones"" (Episode II) Check out the documentaries on the Official site.....especially ""trying to do my thing"" Take a look at our next Anakin.....I think we all will be pleasantly surprised with what the next movie has to offer. Anyway my rating for The Phantom Menace is a healthy 8.5/10.",10,2001
"I know it's fashionable to scorn the ""prequel"" trilogy, but if one stands back a bit, things tend to snap into perspective. Compare ""Phantom Menace"" to most any other fantasy/sci-fi film, and it has to rate very high indeed.",10,2007
"I was excited to know that a Star Wars movie would be released during my time. TPM was worthy of being a Star Wars movie. George Lucas made a nice choice in the casting selections. The special effects and the computer animation added a nice touch to the movie. The aliens also contributed to the movie. If this movie had a fault, I'd say it was that it ended.",9,2000
"and this is coming from a huge fan of star wars BEFORE the prequels. These are all the same thing..cheesy dialogue? yup, the OT had that too...bad acting? I fail to see it...Music? Once again, an overly exceptional score by John Williams as always..the prequels aren't perfect by any means, but the hate for them is absolutely ridiculous. These are the backstory to Lucas original ideas. whether you hate them, that is your opinion, but this was Lucas' original intent, and for better worse, this is what they are. For those who say he raped your childhood, well, I guess that sucks for you, but let those who aren't little babies enjoy these. Another solid addition to the Star Wars franchise. 9/10",10,2010
"Well, after waiting 16 years for his next installment,  George has given us ""The Phantom Menace"".  As a Star Wars fan I got what I expected - another chance to immerse myself in the Star Wars universe - a film whose sole purpose is essentially escapism.  But as a movie fan, and judging it as I would any other movie, I frankly feel mildly disappointed.  Any movie that's made can always be improved upon but I feel that this SHOULD have been better.  Firstly the good points :",7,1999
"As a devout fan of the whole Star Wars phenomenon, I become increasingly frustrated with comments on how this new Star Wars doesn't stand up to the originals.  For those who remember the originals, they were just as much filled with bad acting, poor dialogue, and flat characters.  The Star Wars movies are meant to be fun, nothing more.  and The Phantom Menace is just that.  Who can deny the excitement of the light-saber dueling, the thrill of the pod race, or the sheer beauty of the alien locations?  Too many people are expecting the saga's content to have matured along with them, but Lucas' heart is still where it was in 1977 (though perhaps notably more profit-oriented).",10,2001
"For 6 months I longed to watch Star Wars: Episode I The Phantom Menace, and for 133 minutes I was absolutely blown away with how well the movie was put together.  I saw it on opening day of course, and I now understand why I have waited so long to write a review of it.  If I had written this review right after I watched the movie, I would have written a review influenced by the months and months of anticipation.  I feel now, after 17 months and countless 1000's of times watching all or some of the movie, I now feel that I can review this film free of influence.",8,2000
"I have just finished watching the Complete Series DVD collection of ""Freaks and Geeks,"" one of the best high school television series on televisions that, thanks to idiotic network executives who continue to make the decisions that make network television more and more unbearable to watch, have truly missed out on a gem. And, thanks to a healthy fan network, I was able to enjoy every bit of the series (as short as it was) on DVD.",8,2005
"This was a marvelously written and acted TV show. And, since TV is often a medium full of vacuous mind-numbing crap (reality TV, Jerry Springer, etc.), it's no wonder that this show bombed--it was just too good. It's really a shame, as I think the show would have appealed to people of all ages--kids as well as their parents.",10,2006
"The show's creative team seems to have an eye for the high school experience and their vision transcends the setting. Freaks and Geeks is set at a Michigan high school in 1980 and the opening shot of the series sets us up for who the show will be about. We track across a football practice and up to the bleachers where a player and cheerleader are discussing how they love each other so much, it's scary. We linger briefly on this generic moment before moving underneath the bleachers to real life and a conversation about Molly Hatchet and Led Zeppelin. These are the Freaks. Then come the Geeks. They are three boys quoting Caddyshack, are bullied for it, and then saved by a girl. It's through these freaks and these geeks that we will relive the high school experience. Sure the names of the groups change, their lingo and the bands they listen to, but everyone can relate to the horrors and beauties of high school and the relationships that reside there.",10,2006
"I'll make it short because most comments here will already tell you how great this show is in detail much better than I could and in adding a lenghty review I would only repeat much of the other reviews. Freaks and Geeks is a wonderful show with real characters the viewers can identify with and it tells school life as it was with all the humiliations, pain, angst, joy, discoveries, secrets...it's a very honest and low key show with a slow narrative but the stories and characters really grab you by the heart. The casting was incredible and the chemistry between the actors is something else. Especially the geek trio is awesome. Sams unanswered crush he has on cheerleader Cindy is something all Geeks of the world can relate to, as we all know nice guys finish last :-) I was fed up with all the models and pretty boys who follow these stupid, superficial, oversexed and manipulative dating&love story lines a long time ago already and only recently saw these episodes of Freaks and Geeks. And it was like a fresh breath of air! I didn't watch it from the beginning unfortunately and zapped in to ""We've got spirit"". Then came the scene when Todd thanked the team and the high school and then he thanked God, and I knew I was in for something special. Only I didn't know right then and there just how great of a show freaks and Geeks truly is! The fact that NBC stopped this series after one season only is a true testament to the sad state of television these days.",10,2006
NBC creates one of the best series to burn cathode particles into a screen...only to abandon it like one of those professionally choreographed orphans in Annie. Except this time Daddy Warbucks adopts all the children only to light their singing bus afire. Maybe NBC should join up with FOX.,10,2008
